name,price,disc_price,brand,product_details,ratings,num_ratings
Bija Cica Gel EX (40ml),S$26.40,NaN,INNISFREE,NaN,4.64 stars,14 reviews
No-Sebum Lotion (100ml),S$16.10,NaN,INNISFREE,NaN,4.72 stars,29 reviews
Midnight Blue Calming Cream (30ml),S$33.20,NaN,"DEAR, KLAIRS","When all you see is red, maybe it's about time you add in some blue into your beauty regime. Dear, Klairs' Midnight Blue Calming Cream is a gentle cream that gently but effectively soothes irritations. Don't let the size fool you; a little goes a long way with this product and thanks to its calming ingredients like Guaiazulene and Centella Asiatica extracts, you'll be left with healthy, evenly toned skin. It's no wonder this little jar is one of their best sellers, loved by K-beauty enthusiasts all over the world!",4.55 stars,88 reviews
Rich Moist Foaming Cleanser (100ml),S$24.10,NaN,"DEAR, KLAIRS","Sure, cleansers are needed to ensure your skin stays clean, but they can have a reputation for stripping the skin off its natural oils, leaving it too dry. Say bye-bye to that dreaded tight feeling and hello to Dear, Klair's Rich Moist Foaming Cleanser! Formulated with amino acids, hyaluronic acid, ceramide 3 and olive oil, this nourishing cleanser clears the skin of dirt and impurities while ensuring it still stays hydrated and plump. It also helps to balance the pH of the skin and smoothens rough textures, leaving the skin even and supple to the touch.",4.54 stars,56 reviews
Super Aqua Max Watery Essence (42g),S$17.60,NaN,NATURE REPUBLIC,"Just like a cool, tall drink on a sunny day, Nature Republic's Super Aqua Max Essence is a concentrate that offers ultimate hydration for dull, parched skin. Made with deep sea water harvested 915m below the surface in Kona, Hawaii, this product is packed with minerals and nutrients that nourish your skin from within. It doesn't just stop there; it also contains a range or maritime extracts that provide your skin with rich hydration properties as well as protection from harmful externalities. We love the delightfully fresh scent that comes with it too!",4.73 stars,96 reviews
ALTHEA Travel Kit (20% OFF),S$21.50,S$10.80,ALTHEA,NaN,4.73 stars,11 reviews
Red Energy Recovery Serum (50ml),S$54.50,NaN,MAMONDE,NaN,5.00 stars,5 reviews
Sea Salt Perfect Cleanser (130ml),S$14.40,NaN,INNISFREE,NaN,4.69 stars,13 reviews
Green Tea Cleansing Oil (150ml),S$23.30,NaN,INNISFREE,NaN,5.00 stars,3 reviews
Green Tea Seed Skin (200ml),S$24.90,NaN,INNISFREE,NaN,4.91 stars,11 reviews
Super Hyaluronic 100™ Aqua Skin (140ml),S$41,S$24.70,SUR.MEDIC+,NaN,0.00 stars,
Fermentation Eye Cream (30g),S$36,S$30.10,BENTON,NaN,4.49 stars,43 reviews
Pure Cloud Bubble Toner (200ml),S$23.70,NaN,BEAUTY OF JOSEON,NaN,4.67 stars,3 reviews
Nogyu Skin Rebirth Cream (50ml),S$32.60,S$22.80,CENTURY RECIPES,NaN,5.00 stars,2 reviews
Snow White Cream (50g),S$13.20,NaN,SECRET KEY,NaN,0.00 stars,
Soothe 66% Bamboo Serum (50ml),S$20.90,NaN,KEEP COOL,NaN,4.70 stars,10 reviews
Magic Stone Original (100g),S$14,NaN,APRILSKIN,"We thought April Skin's Magic Stone Soap was all hokus pokus because we couldn't believe how raved about it was, but boy were we wrong! Made with a concoction of herbal natural ingredients including shea butter, fresh green mud and hyaluronic acid, this cleanser deeply purifies the skin to remove all kinds of impurities from your skin, makeup included! This bar is no ordinary soap: leave it on for 30 seconds as a pack before rinsing off to let it nourish your skin. ",4.82 stars,61 reviews
Bifida 100% Natural Face Serum (50ml),S$16,NaN,ONSAEMEEIN,"Bifida is an ingredient extracted through a fermentation process that improves the elasticity and moisture levels of the skin. Onsaemeein's Bifida 100% is a bottle full of the pure stuff to boost your skincare routine, penetrating deep into the layers of the skin to hydrate, strengthen and revitalize your complexion. It absorbs quickly and easily into the skin too, thanks to its water-like texture, and doesn't feel greasy at all on the skin.",4.47 stars,64 reviews
Banchic Oil Control Powder Mist (30ml),S$9.40,NaN,TORRIDEN,"Say hello to our small but mighty weapon against oily skin! Torriden's Banchic Oil Control Powder Mist is the stuff of legends: it immediately mattifies any oiliness without drying up the skin. Instead of patting with an oil-control sheet that could dehydrate the skin or move your makeup around, the Banchic mist spritzes on a powder that soaks up the oil, while a hydrating formula ensures the skin stays supple to the touch. Keep this in your purse for quick and easy touch-ups on-the-go!",4.27 stars,60 reviews
Green Barley Peeling Toner (250ml),S$20.10,NaN,INNISFREE,NaN,4.75 stars,12 reviews
All Kill Black Peeling Pad (5ea),S$8.80,NaN,RIRE,"RiRe’s All Kill Blackhead range is our favorite way to get rid of those unsightly blackheads! These dual sided pads gently peel away dead skin, exfoliating to reveal smooth, bright skin underneath. It’s infused with charcoal powder, black rice and blueberry extracts to even out and clarify the complexion, plus the individual packaging means that it’s great for traveling too! It leaves the skin feeling clean, smooth and looking clear, so get ready to bid those blackheads goodbye!",4.67 stars,3 reviews
Glow Intensive Bubble Toner (145ml),S$23.90,NaN,NACIFIC,NaN,4.83 stars,12 reviews
Aloe Vera 100% Soothing Gel (300ml),S$10.80,NaN,EUNYUL,NaN,4.61 stars,36 reviews
Aloe Vera 98.5% Soothing Mist (150ml),S$8.10,NaN,EUNYUL,NaN,4.62 stars,29 reviews
Lip & Eye Remover (100ml),S$6.40,NaN,ETUDE HOUSE,NaN,4.90 stars,10 reviews
Soon Jung Moist Relief All In One Gel (120ml),S$15.80,NaN,ETUDE HOUSE,NaN,4.50 stars,18 reviews
Perfect Clean Cleansing Tissues (30ea),S$5.10,NaN,PRRETI:,NaN,4.56 stars,54 reviews
Green Barley Bubble Cleanser (150ml),S$15.20,NaN,INNISFREE,"If you have sensitive skin, you will understand the importance of choosing skincare products that suit your needs without stripping your face off its natural moisture. The Green Barley Bubble Cleanser is a gentle cleanser formulated from natural green barley components with 3 types of natural AHAs to effectively remove skin flakes, likely brought on by a sensitive skin reaction. When lathered, the cleanser creates rich and smooth bubbles to clean sensitive skin without irritating it. Its key ingredient - green barley extract - is rich in protein and fiber to deliver moisture to the skin while it cleanses, so that your face stays supple and hydrated.",4.33 stars,33 reviews
Soybean Energy Essence (150ml),S$44.30,NaN,INNISFREE,"Innisfree's Soybean Energy Essence is made of 91% naturally fermented Jeju soybean extract to purify, smoothen and brighten the skin, leaving you with a supple, radiant complexion. The soybean extract works as a skin activator to protect it from harmful external factors while simultaneously calming and moisturizing the skin. Give this essence a try, especially when your skin feels rough or dry to the touch.",4.21 stars,38 reviews
Spot Eraser (4patch),S$19.30,S$13.80,ACROPASS,NaN,4.00 stars,1 review
Sea Salt Whipping Cleanser (130ml),S$13.90,NaN,INNISFREE,NaN,0.00 stars,
Derma Formula Green Tea Probiotics Cream (50ml),S$30.40,NaN,INNISFREE,NaN,5.00 stars,1 review
Super Hyaluronic 100™ Amino-Acid Cleanser (100ml),S$25.70,S$15.30,SUR.MEDIC+,NaN,0.00 stars,
All Kill Blackhead Cleansing Bar (45g),S$32.10,S$16.60,RIRE,NaN,4.00 stars,2 reviews
Honest Cleansing Foam (150g),S$17,S$14.30,BENTON,NaN,0.00 stars,
Nogyu Skin Rebirth Ampoule (40ml),S$29.20,S$20.40,CENTURY RECIPES,NaN,5.00 stars,2 reviews
Starting Treatment Aura Mist (100ml),S$15.60,NaN,SECRET KEY,NaN,5.00 stars,3 reviews
Hydrating Toner (150ml),S$15,NaN,PUREFORET,NaN,0.00 stars,
Tomato Sun Cream SPF 36 PA++ (50ml),S$9.40,NaN,SKINFOOD,NaN,4.67 stars,3 reviews
Aqua Deep Cleansing Pad (1ea),S$1,NaN,ONSAEMEEIN,NaN,0.00 stars,
Green Tea Balancing Cream 7Days (5ml),S$2.30,NaN,INNISFREE,NaN,4.36 stars,11 reviews
Jeju Volcanic Lava Pore Scrub Foam (150ml),S$11,NaN,THE FACE SHOP,NaN,4.57 stars,7 reviews
Fresh Herb Origin Cleansing Oil (150ml),S$27.60,NaN,NACIFIC,"Long day? Just before you sink slumber deep into your bed, remember to remove all that makeup and dirt from your skin with Perfect Facial Deep Cleansing Oil. Made with a mix of nourishing plant oils and extracts, this oil reaches deep into the pores and pulls out impurities from the skin without drying it out, leaving you with fresh, supple skin. Plus, we love this refreshing jasmine scent it comes with too!",4.47 stars,153 reviews
Jeju Orchid Lotion (160ml),S$26.90,NaN,INNISFREE,NaN,4.47 stars,19 reviews
Tota-S 3.0 (30ml),S$19.30,NaN,CHICA-Y-CHICO,Fast Acne Clearing,4.41 stars,97 reviews
Waterful Green Bamboo Pads Mini (20ea),S$6,S$3,ALTHEA,What is it? Moisture pads that preps skin with maximum hydration in one step,0.00 stars,
Deep Clean Lip & Eye Remover Pads (30ea),S$2.90,NaN,A'PIEU,NaN,0.00 stars,
Madecassoside Cream (50ml),S$11,NaN,A'PIEU,NaN,5.00 stars,4 reviews
Primer Water Mini (19ml),S$3.50,S$2.50,ALTHEA,NaN,5.00 stars,1 review
Super Hyaluronic 100™ Aqua Emulsion (120ml),S$41,S$24.10,SUR.MEDIC+,NaN,0.00 stars,
Centella Asiatica Natural Soap (90g),S$8.90,NaN,PUREFORET,NaN,0.00 stars,
Rose Water Base Gel Cream (100g),S$19.70,NaN,SECRET KEY,NaN,4.67 stars,3 reviews
Acid-Duo 2% Mild Gel Cleanser (150ml),S$25.50,NaN,BY WISHTREND,"We love a multitasking cleanser! BY WISHTREND Acid-Duo 2% Mild Gel Cleanser is formulated to be a gentle cleanser that works to remove dead skin cells, excess sebum, and even makeup! It contains 1% PHA and 1% LHA to combat acne, gently exfoliate, hydrate, and balance the skin’s pH which makes it suitable for even the sensitive skin. It has a gel consistency that will bubble up nicely when mixed with water. The best thing about this product is it is vegan-friendly and cruelty-free!",5.00 stars,2 reviews
Glow Intensive Bubble Toner (145ml),S$23.90,NaN,NACIFIC,NaN,4.83 stars,12 reviews
Aloe Vera 98.5% Soothing Mist (150ml),S$8.10,NaN,EUNYUL,NaN,4.62 stars,29 reviews
Lip & Eye Remover (100ml),S$6.40,NaN,ETUDE HOUSE,NaN,4.90 stars,10 reviews
Soon Jung Moist Relief All In One Gel (120ml),S$15.80,NaN,ETUDE HOUSE,NaN,4.50 stars,18 reviews
Perfect Clean Cleansing Tissues (30ea),S$5.10,NaN,PRRETI:,NaN,4.56 stars,54 reviews
Green Barley Bubble Cleanser (150ml),S$15.20,NaN,INNISFREE,"If you have sensitive skin, you will understand the importance of choosing skincare products that suit your needs without stripping your face off its natural moisture. The Green Barley Bubble Cleanser is a gentle cleanser formulated from natural green barley components with 3 types of natural AHAs to effectively remove skin flakes, likely brought on by a sensitive skin reaction. When lathered, the cleanser creates rich and smooth bubbles to clean sensitive skin without irritating it. Its key ingredient - green barley extract - is rich in protein and fiber to deliver moisture to the skin while it cleanses, so that your face stays supple and hydrated.",4.33 stars,33 reviews
Soybean Energy Essence (150ml),S$44.30,NaN,INNISFREE,"Innisfree's Soybean Energy Essence is made of 91% naturally fermented Jeju soybean extract to purify, smoothen and brighten the skin, leaving you with a supple, radiant complexion. The soybean extract works as a skin activator to protect it from harmful external factors while simultaneously calming and moisturizing the skin. Give this essence a try, especially when your skin feels rough or dry to the touch.",4.21 stars,38 reviews
Aloe Vera 100% Soothing Gel (300ml),S$10.80,NaN,EUNYUL,NaN,4.61 stars,36 reviews
Time Revolution Artemisia Pack Foam Cleanser (150ml),S$18.90,S$16,MISSHA,"We love some multitasking magic, especially when it comes to our skincare! Missha's Time Revolution Artemisia Pack Foam Cleanser contains Artemisia extract to soothe irritations and calm redness. Use as a cleanser for a daily cleanse, or apply on a thick layer as a mask pack for a more intense treatment. Healthy, happy skin, here we come!",4.60 stars,5 reviews
Cream Skin Quick Skin Pack (100ea),S$39.10,NaN,LANEIGE,"Laneige's Cream Skin Quick Skin Pack breathes new life into your beauty routine by injecting moisture into your daily routine. Made with a Cream Blending Technology, these Tencel sheets are saturated in a lightweight formula that applies onto the skin like water, but as it absorbs, feels like the skin was moisturized with cream. It's infused with nourishing ingredients that leave the skin feeling supple, soothed and refreshed.",5.00 stars,1 review
Mandelic Acid 5% Skin Prep Water (120ml),S$31,NaN,BY WISHTREND,"The word ‘exfoliating’ can cause those of us with sensitive skin to shrink away in fear, however By Wishtrend’s Mandelic Acid 5% Skin Prep Water helps skin turnover without causing irritations. Mandelic acid, combined with beta-glucan, panthenol and centella extracts helps to soothe, repair, smoothen and prep the skin, improving the skin tone and boosting the effectiveness of the rest of your skincare routine. You’ll be left with skin that’s supple, hydrated and prepped, ready to take on the day!",4.62 stars,8 reviews
Perfect Moisture_Toner (200ml),S$18.80,NaN,ONSAEMEEIN,"It's time to get rid of those astringent toners, there's a new player in town! Onsaemeein's Perfect Moisture Toner is the opposite of harsh on the skin: it replenishes the complexion with a boost of moisture, whisking away dead skin flakes and instantly plumping up the skin. Using trehalose as its star ingredient, it helps to nourish and prevent signs of premature aging too making it a great addition to your skincare routine.",4.68 stars,44 reviews
White Flower Mask Pack (1 Sheet),S$1.70,NaN,WANGSKIN,NaN,4.56 stars,9 reviews
Sea Buckthorn Vital 70 Cream (50ml),S$23.40,NaN,PURITO,NaN,4.57 stars,28 reviews
Centella Green Level All in One Mild Pad (70ea),S$27.30,NaN,PURITO,NaN,4.50 stars,12 reviews
Secret of Sahara Sleep Mask Good Night (100ml),S$31.70,NaN,HUXLEY,"Sleep pretty and wake up with soft, plump skin thanks to Huxley's Secret of Sahara Good Night Sleep Mask. Infused with the goodness of prickly pear extract, this overnight treatment is the perfect pick-me-up, smoothing and strengthening the skin to combat troubles caused by daily stresses. It's also formulated with peony and sage extracts that brighten and calm redness, leaving you with a complexion that's even, healthy and radiant.",5.00 stars,9 reviews
Cream Skin Mist (120ml),S$32.20,NaN,LANEIGE,"Laneige's Cream Skin Mist breathes new life into your beauty routine by injecting moisture into your daily routine. Made with a Cream Blending Technology, this lightweight formula applies onto the skin like water, but as it absorbs, it feels like the skin was moisturized with cream. It's infused with nourishing ingredients that leave the skin feeling supple, soothed and refreshed.",4.80 stars,10 reviews
All Clean Green Foam (150g),S$17.40,NaN,HEIMISH,NaN,5.00 stars,3 reviews
Snail Bee High Content Skin (150ml),S$24.80,NaN,BENTON,NaN,5.00 stars,3 reviews
Skin Refining Peeling Gel (100g),S$9.40,NaN,PRRETI:,NaN,4.67 stars,6 reviews
Arnica Anti-Redness Ample (40ml),S$16.30,NaN,ONSAEMEEIN,NaN,5.00 stars,3 reviews
Real Floral Air Cream Rose (100ml),S$28.40,NaN,NACIFIC,NaN,5.00 stars,2 reviews
Balancing Gel (60ml),S$24.50,NaN,PYUNKANG YUL,"Get the sweetest skin with Pyunkang Yul's Balancing Gel! This nourishing formula has a honey-like consistency that moisturizes, smooths and protects the skin, evening out roughness. Infused with jojoba oil, this gel moisturizes the skin and balances out the oil-to-water balance of the complexion, leaving your skin feeling supple and looking radiant.",5.00 stars,1 review
Green Tea Balancing Skin EX 7Days (10ml),S$2,NaN,INNISFREE,NaN,4.81 stars,16 reviews
Toning Peeling Pads Tea Tree (10pads),S$3.60,NaN,NIGHTINGALE,NaN,4.74 stars,19 reviews
Rice Water Bright Lip & Eye Makeup Remover (120ml),S$10.60,NaN,THE FACE SHOP,"Don't just eat it, rice is great for your face too! The Face Shop't Rice Water Bright Lip & Eye Remover is a mild two-part cleanser that effectively removes makeup from your face after a long day without irritating it (goodbye waterproof mascara!). Containing rice water which is rich in vitamin B and minerals, this product has skin-soothing, brightening and hydrating properties for a radiant, supple complexion. Your skin will feel refreshed and clean in no time!",4.52 stars,33 reviews
Daily Derma Eraser Toner (300ml),S$29.20,NaN,NIGHTINGALE,"Toners may just be the underdog of a good skincare routine. Up your skincare game with Nightingale's Daily Derma Eraser Toner, a gentle exfoliating toner that removes dead skin cells, leftover residue and impurities. While conventional toners have harsh properties that can dry out the skin, these ones are packed with hyaluronic acid to keep the skin hydrated and supple. Pick from 5 different types: Mild (suitable for all skin types), Aroma Rose (to hydrate and glow), Lemon Tea Tree (treats troubled skin), Fresh Peach (pore tightening), Yuja & Ginger (to revitalize and brighten).",4.49 stars,39 reviews
AC Clean Up Spot Patch (12patch),S$2.20,NaN,ETUDE HOUSE,NaN,0.00 stars,
Madecassoside Ampoule (30ml),S$17.20,NaN,A'PIEU,NaN,4.80 stars,5 reviews
Dr.Belmeur Clarifying Spot Calming Ampoule (22ml),S$26.70,NaN,THE FACE SHOP,NaN,4.67 stars,3 reviews
Puritea Toc Brightening Oil Foam (110g),S$17.60,NaN,MAXCLINIC,NaN,5.00 stars,1 review
Time Return Melatonin Cream (25g),S$38,S$13.30,MAXCLINIC,NaN,5.00 stars,2 reviews
Bija Cica Balm (40ml),S$26.40,NaN,INNISFREE,"Ow! Painful spots? The Bija Cica Balm may just be what you're looking for. Made with a non-comedogenic formula infused with madecassoside, madecassic acid, asiaticoside, and asiatic acid of Centella Asiatica, this is perfect for those with stubborn acne spots and oily complexions. It also contains Jeju Bija oil and D-panthenol that strengthens the skin barrier, effectively calming the skin for a healthier complexion. Best of all, it's made with natural ingredients and is free of parabens, animal based ingredients, mineral oil, imidazolidinyl urea, artificial colours or fragrances, making it suitable even for those with sensitive skins!",4.69 stars,29 reviews
Snail Bee High Content Essence (60ml),S$23.80,NaN,BENTON,NaN,4.44 stars,62 reviews
Red Serum (40ml),S$25.70,NaN,SKIN&LAB,"Indulge in your romantic side with this luxurious serum! Made with the extract from a million Damask roses, Skin&Lab's Red Serum is a hydrating, quick absorbing formula that penetrates deep into the layers of the skin, plumping and hydrating it from within. It's formulated with a phyto red complex that improves collagen synthesis and keeps the skin protected. The result? Supple, youthful skin that doesn't feel sticky to the touch!",4.34 stars,70 reviews
24K Gold Snail Cleansing Foam (180ml),S$12.70,NaN,ELIZAVECCA,"Live the luxe life and pamper your skin with Elizavecca's 24k Gold Snail Cleansing Foam! This moisturizing cleanser lathers up into a rich foam that deep cleanses the skin, soothing fatigued skin and ensuring your pores are nice and clean. It contains 24k gold flakes to improve blood circulation, as well as snail mucin extract to hydrate and repair the skin, leaving you with a pricelessly healthy complexion.",4.48 stars,91 reviews
Honey Snail Ultra Moisture Cream (100g),S$16.10,NaN,NELLA,"Moisture is super important for the skin, so give it a hydrating boost with Nella's Honey Snail Ultra Moisture Cream! With a bouncy, stringy consistency, this nourishing cream contains snail mucin and honey extracts to nourish and repair the skin, while other amazing ingredients like hyaluronic acid, shea butter and adenosine gives the skin a radiant glow. Use as a moisturizer in your skincare regime, or apply on thick before bedtime as a sleeping pack to up your beauty game.",4.64 stars,201 reviews
Green Tea Seed Deep Cream (50ml),S$29.70,NaN,INNISFREE,NaN,4.75 stars,44 reviews
Pure Block Daily Sun Cream SPF45 PA+++ (50ml),S$8.20,NaN,A'PIEU,NaN,5.00 stars,2 reviews
Green Tea Morning Cleanser (150ml),S$14,S$12.10,INNISFREE,NaN,5.00 stars,10 reviews
Floral Hydro Ampoule Toner (150ml),S$22.50,NaN,MAMONDE,NaN,3.50 stars,8 reviews
All Kill Pore Tightening Ice Stick (10g),S$11.90,NaN,RIRE,"Ice, ice, baby! Ice your way to smooth skin with Rire's All Kill Pore Tightening Ice Stick, a cooling balm that instantly lowers the temperature of the skin to seal in those pores, helping to minimize them in the process. Made with a blend of astringent ingredients, this is also great for soothing and hydrating the skin after blackhead extractions. Carrying this in your bag when you need to keep your cool during warm days too!",4.35 stars,54 reviews
Peach Facial Clear Brush,S$13.10,NaN,CORINGCO,NaN,4.56 stars,66 reviews
Fermented Complex 94 Boosting Essence (150ml),S$25.70,NaN,PURITO,NaN,4.72 stars,39 reviews
Hell Pore Control Hyaluronic Acid 97% (50ml),S$15.60,NaN,ELIZAVECCA,NaN,4.67 stars,9 reviews
Ice Jeju Aloe Refreshing Soothing Gel (300ml),S$11,NaN,THE FACE SHOP,NaN,4.63 stars,54 reviews
Real Fresh Foam Cranberry (160g),S$30,S$19.80,NEOGEN,NaN,4.27 stars,15 reviews
Be Moist Moisturizing Eye Stick (9g),S$6.80,NaN,PRRETI:,NaN,4.32 stars,47 reviews
Whitening Milky Soft Toner (120ml),S$15.70,NaN,ONSAEMEEIN,NaN,4.86 stars,7 reviews
V7 Toning Light Creme Tonifiante (50ml),S$56.90,NaN,DR.JART+,"""Let there be light,"" and the people at Dr. Jart+ definitely heard that! Made with white pearls and vitamins A, B3, B5, C, E, F and H, this product has hydrating and skin brightening properties, giving you a radiant, supple complexion. Don't let its rather thick texture fool you though! This cream melts fast into the skin without leaving behind any of that gross, sticky residue, making this great to wear all day long. Bright, glowy skin, here we come!",4.64 stars,22 reviews
First Care Activating Serum EX (60ml),S$113.90,NaN,SULWHASOO,"Sometimes old really is gold, and this rings especially true with Sulwhasoo's First Care Activating Serum EX. Made with a tried-and-true recipe, this concentrate is meticulously concocted with peony, sacred lotus, Solomon's Seal, white lily and Rehmannia extracts over an 18-hour process that's 180% more concentrated than its predecessors. Its JAUM Balancing Complex fights off signs of ageing while balancing the skin with hydration and rejuvenation properties, giving you a glowing, radiant complexion that's smooth and supple.",4.65 stars,31 reviews
Tomatox Magic Massage Pack (80ml),S$12.40,NaN,TONYMOLY,"Don't eat this! While the packaging looks quite delicious, Tony Moly's Tomatox Magic Massage Pack is better applied to your skin (trust us on this one!). Formulated with tomato (for detoxing and adding antioxidant properties), lemon (accelerates collagen synthesis and whitens), baicha (whitens without irritations) and houstonia (anti-inflammatory, whitening, antioxidant properties) to even out and brighten your complexion. Use it as a massage cream to really get this product working its best on your skin, before leaving on to get skin that's clarified, brightened, hydrated and protected.",4.50 stars,86 reviews
Fresh EM Soap (1ea),S$12.90,S$10.20,NACIFIC,NaN,0.00 stars,
Wonder Pore Cream (75ml),S$20.20,NaN,ETUDE HOUSE,NaN,5.00 stars,2 reviews
Green Tangerine Vita C Cream (50ml),S$24.70,NaN,GOODAL,NaN,0.00 stars,
The Chok Chok green Teal Watery Cream (60ml),S$18.20,NaN,TONYMOLY,NaN,5.00 stars,1 review
Deep Clean Foam Cleanser (130ml)_Pore,S$6.50,NaN,A'PIEU,NaN,0.00 stars,
Deep Clean Foam Cleanser (130ml)_Whipping,S$6.50,NaN,A'PIEU,NaN,0.00 stars,
Deep Clean Foam Cleanser (130ml)_Moist,S$6.10,NaN,A'PIEU,NaN,0.00 stars,
Deep Clean Foam Cleanser (130ml),S$5.30,NaN,A'PIEU,NaN,0.00 stars,
Madecassoside Cica Gel (50ml),S$15.50,NaN,A'PIEU,NaN,5.00 stars,2 reviews
Under Eye Care (2pouch+1essence),S$26.90,S$22,ACROPASS,NaN,0.00 stars,
Super Ceramide 100™ Renewal Cream (50ml),S$43.60,S$35.40,SUR.MEDIC+,NaN,5.00 stars,1 review
Want Sound Powder (10sticks),S$19.30,S$9.10,0SAENG-BOGAM,NaN,0.00 stars,
Mung Beans Natural Soap (90g),S$8.90,NaN,PUREFORET,NaN,0.00 stars,
Houttuynia Cordata Natural Soap (90g),S$8.90,NaN,PUREFORET,NaN,0.00 stars,
Centella Multi Cleansing Oil (200ml),S$20.20,NaN,PUREFORET,NaN,5.00 stars,3 reviews
Centella Multi Cream (15ml),S$7.90,NaN,PUREFORET,NaN,0.00 stars,
Snail Bee High Content Lotion (120ml),S$32,S$24.10,BENTON,NaN,4.67 stars,3 reviews
Super Vital Cream Rich (14ml),S$11.90,NaN,IOPE,NaN,0.00 stars,
Starting Treatment Cream (50g),S$25.10,NaN,SECRET KEY,NaN,5.00 stars,1 review
Premium Tomato Whitening Emulsion (160ml),S$20.40,NaN,SKINFOOD,"Here’s a fun fact for you: tomatoes are a fruit, not a vegetable. Whatever category it falls into, tomatoes are not only yummy for our bellies; they're great for your skin too! Skinfood's Premium Whitening Emulsion is infused with 10% concentrated extract and is rich in vitamin C, which works to brighten and lighten the skin while hydrating dull, dry skin, giving you a radiant and glowy complexion. Make this a complete regime for your skin with the Skinfood Premium Tomato Whitening Toner and Finisher SPF50+ for best results.",4.50 stars,4 reviews
All Kill Pore Tightening Ice Stick (10g),S$11.90,NaN,RIRE,"Ice, ice, baby! Ice your way to smooth skin with Rire's All Kill Pore Tightening Ice Stick, a cooling balm that instantly lowers the temperature of the skin to seal in those pores, helping to minimize them in the process. Made with a blend of astringent ingredients, this is also great for soothing and hydrating the skin after blackhead extractions. Carrying this in your bag when you need to keep your cool during warm days too!",4.35 stars,54 reviews
Floral Hydro Ampoule Toner (150ml),S$22.50,NaN,MAMONDE,NaN,3.50 stars,8 reviews
Fermented Complex 94 Boosting Essence (150ml),S$25.70,NaN,PURITO,NaN,4.72 stars,39 reviews
Hell Pore Control Hyaluronic Acid 97% (50ml),S$15.60,NaN,ELIZAVECCA,NaN,4.67 stars,9 reviews
Real Fresh Foam Cranberry (160g),S$30,S$19.80,NEOGEN,NaN,4.27 stars,15 reviews
Be Moist Moisturizing Eye Stick (9g),S$6.80,NaN,PRRETI:,NaN,4.32 stars,47 reviews
Ice Jeju Aloe Refreshing Soothing Gel (300ml),S$11,NaN,THE FACE SHOP,NaN,4.63 stars,54 reviews
Peach Facial Clear Brush,S$13.10,NaN,CORINGCO,NaN,4.56 stars,66 reviews
Fresh Herb Origin Cream (50ml),S$27.40,NaN,NACIFIC,"No matter your skin type, the key to radiant, flawless skin is hydration, hydration, hydration! The Fresh Herb Origin Facial Cream is made with natural ingredients that soothe irritations and moisturize the skin, bidding flakey roughness goodbye. It's also packed with antioxidants from Anastatica extract and shea butter to keep the skin hydrated for up to 24 hours, minimizing moisture loss and upping our radiance game.",4.75 stars,24 reviews
Natural Moisture Cleansing Serum (200ml),S$19.40,NaN,ONSAEMEEIN,"Long days don't have to translate into long nights, especially when you're tired and need to cleanse your skin at the end of the day. An alternative to the Trouble-cleansing??method, Onsaemeein's Natural Moisture Cleansing Serum is infused with witch hazel and Hinoki Cypress water to whisks away makeup, dirt and sebum to reveal clean, fresh skin underneath. It also helps to moisturize, soothe and minimize enlarged pores for smooth, healthy skin.",4.43 stars,42 reviews
Premium Tomato Whitening Toner (180ml),S$20.80,NaN,SKINFOOD,NaN,4.45 stars,31 reviews
Less On Skin Essence Pad (80ea),S$25.60,S$14.40,HOLIKA HOLIKA,NaN,5.00 stars,4 reviews
Glow Intensive Bubble Essence (45ml),S$25.80,NaN,NACIFIC,"Essence turns into micro bubbles in 10 seconds after applying it on the face, and if you rub it one more time, it turns into a glowy essence.
It is a Double Action texture essence that forms a tight nutritional barrier.",4.58 stars,12 reviews
First Energy Serum (100ml),S$31.10,NaN,MAMONDE,Elasticity-boosting Lonicera Japonica (Honeysuckle) Flower Serum that makes healthy and tight skin.,4.75 stars,8 reviews
Lumiere Gold Daily Cream (50ml),S$16.60,NaN,ONSAEMEEIN,"Live the luxe life with Onsaemeein's Lumiere Gold Daily Cream! Formulated with 24k gold flakes, this cream has anti-aging and skin firming properties for a youthful radiance. It also contains a range of other nourishing ingredients like propolis, shea butter, niacinamide and adenosine that work to moisturize and brighten the skin. We love how rich but non-sticky this cream feels once its absorbed into the skin!",4.32 stars,84 reviews
Alpine Berry Watery Cream (50ml),S$50.10,NaN,PRIMERA,"Hailing from the cool Alpine hills, Primera's Alpine Berry Watery Cream is a lightweight but luscious cream that intensely hydrates the skin without being oily. Infused with an alpine berry complex (rich in antioxidants to brighten), coconut oil (to deeply moisturize) and mugwort leaf extract (purifies and strengthens), this cream is a real treat for the skin! It's no wonder this product is one of Primera's bestsellers, and we love how supple and non-sticky the skin feels after using it!",4.27 stars,26 reviews
Moistfull Collagen Cleansing Foam (185ml),S$12,NaN,ETUDE HOUSE,NaN,0.00 stars,
Moistfull Collagen Eye Cream (28ml),S$19.90,NaN,ETUDE HOUSE,NaN,0.00 stars,
Real Art Cleansing Oil Perfect (185ml),S$19.40,NaN,ETUDE HOUSE,NaN,0.00 stars,
Real Propolis Ampoule (50ml),S$32.40,NaN,ETUDE HOUSE,NaN,0.00 stars,
Soon Jung Barrier Cream (75ml),S$23.60,NaN,ETUDE HOUSE,NaN,5.00 stars,1 review
Curl Fix Mascara Remover (80ml),S$6.90,NaN,ETUDE HOUSE,NaN,0.00 stars,
