name,price,disc_price,brand,product_details,ratings
Contour Cleanser Mini (30g),RM7,RM5.50,ALTHEA,"Great makeup starts from great skin - minimize your base make-up with Althea Bare Essentials! Step 1 is the Contour Cleanser, a rich and foaming cleanser that removes impurities while improving blood circulation for that V-shaped look. It contains micro capsules to gently exfoliate dead skin cells and leaves the skin feeling cool and refreshed too! Use together with the Primer Water and Fixer Cream for best results! Don't just cover up - complete your makeup with your skin. Note this is the 30g travel size version.",0.00 stars
Madecassoside Cica Gel (50ml),RM46,NaN,A'PIEU,NaN,5.00 stars
Skin Refining Peeling Gel (100g),RM27,NaN,PRRETI:,NaN,4.67 stars
Glow Intensive Bubble Toner (145ml),RM71,NaN,NACIFIC,NaN,4.83 stars
Moisture Ampoule (100ml),RM104,NaN,PYUNKANG YUL,NaN,4.43 stars
Fresh Herb Origin Cream (50ml),RM75,NaN,NACIFIC,"No matter your skin type, the key to radiant, flawless skin is hydration, hydration, hydration! The Fresh Herb Origin Facial Cream is made with natural ingredients that soothe irritations and moisturize the skin, bidding flakey roughness goodbye. It's also packed with antioxidants from Anastatica extract and shea butter to keep the skin hydrated for up to 24 hours, minimizing moisture loss and upping our radiance game.",4.75 stars
Gentle Black Sugar Facial Polish (110g),RM93,NaN,"DEAR, KLAIRS",NaN,4.50 stars
Alpine Berry Watery Cream (50ml),RM152,NaN,PRIMERA,"Hailing from the cool Alpine hills, Primera's Alpine Berry Watery Cream is a lightweight but luscious cream that intensely hydrates the skin without being oily. Infused with an alpine berry complex (rich in antioxidants to brighten), coconut oil (to deeply moisturize) and mugwort leaf extract (purifies and strengthens), this cream is a real treat for the skin! It's no wonder this product is one of Primera's bestsellers, and we love how supple and non-sticky the skin feels after using it!",4.27 stars
Clean it Zero Cleansing Balm (100ml)_Revitalizing,RM79,NaN,BANILA CO,"We know how difficult and tedious makeup removal is; it can sometimes feel like a war that stubborn waterproof products are winning. Banila Co.'s Clean It Zero Cleansing Balm is our secret weapon to clean, fresh skin! This silky balm melts away dirt, residue and long wearing makeup, emulsifying with water into a milk-coloured solution that washes everything down the drain. The Revitalizing version contains resveratrol that soothes and controls excess sebum, making it great oilier skin types. A definite must-have in your stash that'll keep your skin looking fresh and feeling supple.",4.92 stars
Natural Moisture Cleansing Serum (200ml),RM57,NaN,ONSAEMEEIN,"Long days don't have to translate into long nights, especially when you're tired and need to cleanse your skin at the end of the day. An alternative to the Trouble-cleansing??method, Onsaemeein's Natural Moisture Cleansing Serum is infused with witch hazel and Hinoki Cypress water to whisks away makeup, dirt and sebum to reveal clean, fresh skin underneath. It also helps to moisturize, soothe and minimize enlarged pores for smooth, healthy skin.",4.43 stars
Fresh Calming Balancing Serum (80ml),RM117,NaN,LANEIGE,NaN,5.00 stars
Whitening Milky Soft Toner (120ml),RM46,NaN,ONSAEMEEIN,NaN,4.86 stars
The Chok Chok Green Tea No-Wash Cleansing Water (300ml),RM36,NaN,TONYMOLY,NaN,4.85 stars
Snail Bee High Content Essence (60ml),RM72,NaN,BENTON,NaN,4.44 stars
Centella Blemish Ampule (20ml),RM88,NaN,COSRX,"Centella Asiatica is a powerhouse ingredient when it comes to skin irritations! This little bottle from CosRX is packed with the good stuff, calming redness, soothing irritations and reducing swelling caused by break outs. Its lightweight formula absorbs easily into the skin while a mixture of glycerin and hyaluronic acid ensure that the skin stays hydrated and supple throughout the day. Pair with the Centella Blemish Cream for an effective skin healing experience.",4.36 stars
Oatmeal Therapy Cleansing Oil (200ml),RM42,NaN,CALMIA,"Just another breakfast food? Think again! Oatmeal is more than just delicious with fruits and honey, it's pack with antioxidants and purifying properties to ensure your skin is youthful and healthy. This cleansing oil helps to remove makeup and contains oatmeal extracts to deep cleanse the skin while ensure it stays nice and moisturized. The result is clean, soft skin that's bouncy to the touch.",4.18 stars
White Dew Skin Refiner (120ml),RM120,NaN,LANEIGE,"Looking for bright, glowy skin? Laneige's White Dew range contains Saururus Chinensis extract that works effectively to lighten dark spots and even out skin coloration. It's also formulated with the glycol component of Phyto sugar water that moisturizes and brightens the skin. The skin refiner is a hydrating toner that whisks away leftover residue and preps the skin to take on the next step of your skincare routine, leaving it feeling supple, looking bright and feeling great. With continuous use, you'll be left with a complexion that's supple and radiant, and who doesn't want that?",4.71 stars
Water Sleeping Mask Lavender (70ml),RM108,NaN,LANEIGE,"Your favorite sleeping mask now comes in a Lavender scent! Wake up beautiful with the world's best-selling sleeping mask! With 1 sold every 12 secs, this light gel mask provides intensive hydration, vitality and brightening effect while restoring skin with deep relaxation. This product contains a number of patents including the SLEEP-TOX??technology that purifies skin during sleep, keeping it in optimum condition while MOISTURE WRAP??helps skin retain moisture throughout the night. It also has an aromatic SLEEPSCENT??helps you relax during sleep. Best of all, it's also formulated with skin soothing agents that are gentle on the sleeping skin, helping it to recover overnight.",4.75 stars
White Dew Original Ampule Essence (40ml),RM197,NaN,LANEIGE,"Looking for bright, glowy skin? These drops of light from Laneige contain Saururus Chinensis extract that works effectively to lighten dark spots and even out skin coloration. It's also formulated with the glycol component of Phyto sugar water that moisturizes and brightens the skin. What all that means is that with continuous use, you'll be left with a complexion that's supple and radiant, and who doesn't want that?",4.55 stars
Gentle Black Deep Cleansing Oil (150ml),RM93,NaN,"DEAR, KLAIRS","There's something just super satisfying about seeing your makeup wash right down the drain at the end of the day! Keep your skin clean from grime and unwanted makeup with Dear, Klair's Gentle Black Deep Cleansing Oil. This formula is made with a mix of nourishing ingredients like shea butter, black bean, black sesame, blackcurrant and jojoba oils to draw out impurities from the skin, leaving the skin feeling fresh and plump to the touch. It's made without artificial coloring, alcohol, parabens or artificial fragrances, making this suitable even for those of us with sensitive skin.",4.82 stars
Golden Monkey Glamour Lip 3 Step (1ea),RM11,NaN,HOLIKA HOLIKA,"Plump, full lips are always in trend, so here's how you can prep your lips so they're smooth and kissable to the touch! This Gold Monkey Glamour Lip kit from Holika Holika works in 3 steps to get a perfectly delicious pout: a peeling patch infused with pure gold and cellulose to exfoliate and smooth out the skin; a volume lip pack containing hyaluronic acid and collagen to hydrate and soothe lips; and a honey essence to moisturize and nourish the lips for that perfect pout. Get ready to pucker up!",4.75 stars
Miracle Seed Essence (150ml),RM205,NaN,PRIMERA,"One of Primera's bestsellers, the Miracle Seed Essence is made with 93.1% lotus seed extract, which contains high levels of amino acids and linoleic acid to moisturize dry and dull skin. With flavonoid and polyphenol, this product reduces the production of active oxygen to improve the health of the skin. This almost gel-textured essence plumps up the skin, giving it even texture and skin tone as it hydrates the skin well. Your skin will thank you and feel supple all day!",4.76 stars
Super Aqua Max Watery Essence (42g),RM50,NaN,NATURE REPUBLIC,"Just like a cool, tall drink on a sunny day, Nature Republic's Super Aqua Max Essence is a concentrate that offers ultimate hydration for dull, parched skin. Made with deep sea water harvested 915m below the surface in Kona, Hawaii, this product is packed with minerals and nutrients that nourish your skin from within. It doesn't just stop there; it also contains a range or maritime extracts that provide your skin with rich hydration properties as well as protection from harmful externalities. We love the delightfully fresh scent that comes with it too!",4.73 stars
Derma Formula Green Tea Probiotics Cream (50ml),RM92,NaN,INNISFREE,NaN,5.00 stars
Hyaluron Vita Oil Foam (110g),RM77,RM52,MAXCLINIC,NaN,5.00 stars
Jeju Lava Seawater Cream Mask (60ml),RM87,NaN,INNISFREE,"Instantly cool your skin with Innisfree's Jeju Lava Seawater Cream Mask! This innovative formula freezes down to a cool sherbet texture to soothe and calm irritations for a healthy complexion. It's infused with salt from Jeju’s lava seawater that's rich in minerals and shea butter to protect the skin, giving it a moisture boost for suppleness and hydration.",5.00 stars
Second Skin Patch (10g),RM10,NaN,PRRETI:,NaN,3.86 stars
Sea Salt Whipping Cleanser (130ml),RM41,NaN,INNISFREE,NaN,0.00 stars
All Kill Blackhead Bubble Pack Cleanser_The Red (50ml),RM71,RM38,RIRE,NaN,0.00 stars
Dr.Belmeur Clarifying Spot Calming Ampoule (22ml),RM81,NaN,THE FACE SHOP,NaN,4.67 stars
All Clean Green Foam (150g),RM42,NaN,HEIMISH,NaN,5.00 stars
Madecassoside Ampoule (30ml),RM52,NaN,A'PIEU,NaN,4.80 stars
Sea Salt Perfect Cleanser (130ml),RM42,NaN,INNISFREE,NaN,4.69 stars
Starting Treatment Cream (50g),RM76,NaN,SECRET KEY,NaN,5.00 stars
Mandelic Acid 5% Skin Prep Water (120ml),RM88,NaN,BY WISHTREND,"The word ‘exfoliating’ can cause those of us with sensitive skin to shrink away in fear, however By Wishtrend’s Mandelic Acid 5% Skin Prep Water helps skin turnover without causing irritations. Mandelic acid, combined with beta-glucan, panthenol and centella extracts helps to soothe, repair, smoothen and prep the skin, improving the skin tone and boosting the effectiveness of the rest of your skincare routine. You’ll be left with skin that’s supple, hydrated and prepped, ready to take on the day!",4.62 stars
Daily Derma Eraser Toner (300ml),RM86,NaN,NIGHTINGALE,"Toners may just be the underdog of a good skincare routine. Up your skincare game with Nightingale's Daily Derma Eraser Toner, a gentle exfoliating toner that removes dead skin cells, leftover residue and impurities. While conventional toners have harsh properties that can dry out the skin, these ones are packed with hyaluronic acid to keep the skin hydrated and supple. Pick from 5 different types: Mild (suitable for all skin types), Aroma Rose (to hydrate and glow), Lemon Tea Tree (treats troubled skin), Fresh Peach (pore tightening), Yuja & Ginger (to revitalize and brighten).",4.49 stars
Snow White Milky Lotion (120g),RM58,NaN,SECRET KEY,NaN,0.00 stars
Glow Intensive Bubble Essence (45ml),RM78,NaN,NACIFIC,"Essence turns into micro bubbles in 10 seconds after applying it on the face, and if you rub it one more time, it turns into a glowy essence.
It is a Double Action texture essence that forms a tight nutritional barrier.",4.58 stars
Secret of Sahara Sleep Mask Good Night (100ml),RM95,NaN,HUXLEY,"Sleep pretty and wake up with soft, plump skin thanks to Huxley's Secret of Sahara Good Night Sleep Mask. Infused with the goodness of prickly pear extract, this overnight treatment is the perfect pick-me-up, smoothing and strengthening the skin to combat troubles caused by daily stresses. It's also formulated with peony and sage extracts that brighten and calm redness, leaving you with a complexion that's even, healthy and radiant.",5.00 stars
Soybean Energy Essence (150ml),RM133,NaN,INNISFREE,"Innisfree's Soybean Energy Essence is made of 91% naturally fermented Jeju soybean extract to purify, smoothen and brighten the skin, leaving you with a supple, radiant complexion. The soybean extract works as a skin activator to protect it from harmful external factors while simultaneously calming and moisturizing the skin. Give this essence a try, especially when your skin feels rough or dry to the touch.",4.21 stars
Fixer Cream Mini (10g),RM12,RM9,ALTHEA,"Great makeup starts from great skin - minimize your base make-up with Althea Bare Essentials! With nourishing ingredients and easy execution, this 3-product regime breaks down and simplifies the K-beauty routine for the urban woman. Step 3 is the Fixer Cream. powerful moisturizing properties are packed into this little jar that provides the skin with hydration for up to 24 hours for a fresh, revitalized complexion. Use together with the Contour Cleanser and Primer Water for best results! Don't just cover up - complete your makeup with your skin. Note this is the 10g travel size version.",0.00 stars
Red Energy Recovery Serum (50ml),RM165,NaN,MAMONDE,NaN,5.00 stars
Aloe Propolis Soothing Gel (100ml),RM80,RM64,BENTON,NaN,4.00 stars
Kyungsung Jawoon Facial Cleanser (120ml),RM75,RM52,CENTURY RECIPES,NaN,4.33 stars
Starting Treatment Aura Mist (100ml),RM47,NaN,SECRET KEY,NaN,5.00 stars
Green Tea & Enzyme Powder Wash (70g),RM84,NaN,BY WISHTREND,"K-beauty is always coming up with the most innovative ways to achieve beautiful skin! But you must be wondering: Why enzyme powder cleansers? BY WISHTREND Green Tea & Enzyme Powder Wash is made with a fine mixture of Green Tea powder and Papain enzyme that gives you the nourishing power of cleansing and exfoliation at the same time. This product will gently melt away impurities, blackheads, and dead skin cells for healthier-looking skin. The best part of this DIY cleanser is you get to decide the desired amount of water to mix with the powder!",0.00 stars
Banchic Oil Control Powder Mist (30ml),RM28,NaN,TORRIDEN,"Say hello to our small but mighty weapon against oily skin! Torriden's Banchic Oil Control Powder Mist is the stuff of legends: it immediately mattifies any oiliness without drying up the skin. Instead of patting with an oil-control sheet that could dehydrate the skin or move your makeup around, the Banchic mist spritzes on a powder that soaks up the oil, while a hydrating formula ensures the skin stays supple to the touch. Keep this in your purse for quick and easy touch-ups on-the-go!",4.27 stars
Midnight Blue Calming Cream (30ml),RM102,NaN,"DEAR, KLAIRS","When all you see is red, maybe it's about time you add in some blue into your beauty regime. Dear, Klairs' Midnight Blue Calming Cream is a gentle cream that gently but effectively soothes irritations. Don't let the size fool you; a little goes a long way with this product and thanks to its calming ingredients like Guaiazulene and Centella Asiatica extracts, you'll be left with healthy, evenly toned skin. It's no wonder this little jar is one of their best sellers, loved by K-beauty enthusiasts all over the world!",4.55 stars
Centella Multi Cleansing Oil (200ml),RM59,NaN,PUREFORET,NaN,5.00 stars
Centella Multi Cream (15ml),RM24,NaN,PUREFORET,NaN,0.00 stars
Premium Tomato Whitening Toner (180ml),RM62,NaN,SKINFOOD,NaN,4.45 stars
Galacto Niacin 97 Power Essence (60ml),RM80,NaN,PURITO,NaN,4.50 stars
Carbonated Scoria Bubble Mask Pack (100ml),RM48,NaN,ONSAEMEEIN,"Bubble, bubble, clogged skin causing you trouble? Allow Onsaemeein's Carbonated Scoria Bubble Mask to deep cleanse and clean them up for you! Formulated with carbonated water and volcanic scoria extracts, this self-bubbling mask pulls out impurities from the pores, effectively minimizing and shrinking them for an even complexion. A mix of horse oil and snail mucin extracts replenish the skin with moisture, leaving you with skin that's fresh, clean and supple to the touch.",4.54 stars
AC Clean Up Spot Patch (12patch),RM7,NaN,ETUDE HOUSE,NaN,0.00 stars
Pore Silicon Cleanser (1ea),RM12,NaN,ARITAUM,NaN,0.00 stars
Super Hyaluronic 100™ Amino-Acid Cleanser (100ml),RM78,RM46,SUR.MEDIC+,NaN,0.00 stars
BEAUTY BOUQUET SET (Petal Velvet Powder #0 + #Sunny Coral + Sunaway + Real Fresh Skin Detoxer Rose + Stay Fresh Body Sparkling Mist),RM221,RM103.50,ALTHEA,NaN,5.00 stars
Premium Tomato Whitening Emulsion (160ml),RM61,NaN,SKINFOOD,"Here’s a fun fact for you: tomatoes are a fruit, not a vegetable. Whatever category it falls into, tomatoes are not only yummy for our bellies; they're great for your skin too! Skinfood's Premium Whitening Emulsion is infused with 10% concentrated extract and is rich in vitamin C, which works to brighten and lighten the skin while hydrating dull, dry skin, giving you a radiant and glowy complexion. Make this a complete regime for your skin with the Skinfood Premium Tomato Whitening Toner and Finisher SPF50+ for best results.",4.50 stars
Deep Clean Lip & Eye Remover Pads (30ea),RM9,NaN,A'PIEU,NaN,0.00 stars
Sea Salt Jelly Cleanser (130ml),RM41,NaN,INNISFREE,NaN,0.00 stars
Super Hyaluronic 100™ Aqua Emulsion (120ml),RM125,RM72,SUR.MEDIC+,NaN,0.00 stars
Glow On Base Hydra (30ml),RM60,NaN,ETUDE HOUSE,NaN,4.33 stars
Nogyu Skin Rebirth Cream (50ml),RM98,RM68,CENTURY RECIPES,NaN,5.00 stars
Hydrating Toner (150ml),RM44,NaN,PUREFORET,NaN,0.00 stars
Toning Peeling Pads Tea Tree (10pads),RM11,NaN,NIGHTINGALE,NaN,4.74 stars
Sea Buckthorn Vital 70 Cream (50ml),RM71,NaN,PURITO,NaN,4.57 stars
Acid-Duo 2% Mild Gel Cleanser (150ml),RM79,NaN,BY WISHTREND,"We love a multitasking cleanser! BY WISHTREND Acid-Duo 2% Mild Gel Cleanser is formulated to be a gentle cleanser that works to remove dead skin cells, excess sebum, and even makeup! It contains 1% PHA and 1% LHA to combat acne, gently exfoliate, hydrate, and balance the skin’s pH which makes it suitable for even the sensitive skin. It has a gel consistency that will bubble up nicely when mixed with water. The best thing about this product is it is vegan-friendly and cruelty-free!",5.00 stars
Black Out Pore Clean Toner (250ml),RM44,NaN,SECRET KEY, ,4.50 stars
Less On Skin Essence Pad (80ea),RM78,RM43,HOLIKA HOLIKA,NaN,5.00 stars
Centella Green Level All in One Mild Pad (70ea),RM81,NaN,PURITO,NaN,4.50 stars
Lumiere Gold Daily Cream (50ml),RM50,NaN,ONSAEMEEIN,"Live the luxe life with Onsaemeein's Lumiere Gold Daily Cream! Formulated with 24k gold flakes, this cream has anti-aging and skin firming properties for a youthful radiance. It also contains a range of other nourishing ingredients like propolis, shea butter, niacinamide and adenosine that work to moisturize and brighten the skin. We love how rich but non-sticky this cream feels once its absorbed into the skin!",4.32 stars
Fixer Cream Mini (10g),RM12,RM9,ALTHEA,"Great makeup starts from great skin - minimize your base make-up with Althea Bare Essentials! With nourishing ingredients and easy execution, this 3-product regime breaks down and simplifies the K-beauty routine for the urban woman. Step 3 is the Fixer Cream. powerful moisturizing properties are packed into this little jar that provides the skin with hydration for up to 24 hours for a fresh, revitalized complexion. Use together with the Contour Cleanser and Primer Water for best results! Don't just cover up - complete your makeup with your skin. Note this is the 10g travel size version.",0.00 stars
Red Energy Recovery Serum (50ml),RM165,NaN,MAMONDE,NaN,5.00 stars
Aloe Propolis Soothing Gel (100ml),RM80,RM64,BENTON,NaN,4.00 stars
Kyungsung Jawoon Facial Cleanser (120ml),RM75,RM52,CENTURY RECIPES,NaN,4.33 stars
Starting Treatment Aura Mist (100ml),RM47,NaN,SECRET KEY,NaN,5.00 stars
Green Tea & Enzyme Powder Wash (70g),RM84,NaN,BY WISHTREND,"K-beauty is always coming up with the most innovative ways to achieve beautiful skin! But you must be wondering: Why enzyme powder cleansers? BY WISHTREND Green Tea & Enzyme Powder Wash is made with a fine mixture of Green Tea powder and Papain enzyme that gives you the nourishing power of cleansing and exfoliation at the same time. This product will gently melt away impurities, blackheads, and dead skin cells for healthier-looking skin. The best part of this DIY cleanser is you get to decide the desired amount of water to mix with the powder!",0.00 stars
Banchic Oil Control Powder Mist (30ml),RM28,NaN,TORRIDEN,"Say hello to our small but mighty weapon against oily skin! Torriden's Banchic Oil Control Powder Mist is the stuff of legends: it immediately mattifies any oiliness without drying up the skin. Instead of patting with an oil-control sheet that could dehydrate the skin or move your makeup around, the Banchic mist spritzes on a powder that soaks up the oil, while a hydrating formula ensures the skin stays supple to the touch. Keep this in your purse for quick and easy touch-ups on-the-go!",4.27 stars
Soybean Energy Essence (150ml),RM133,NaN,INNISFREE,"Innisfree's Soybean Energy Essence is made of 91% naturally fermented Jeju soybean extract to purify, smoothen and brighten the skin, leaving you with a supple, radiant complexion. The soybean extract works as a skin activator to protect it from harmful external factors while simultaneously calming and moisturizing the skin. Give this essence a try, especially when your skin feels rough or dry to the touch.",4.21 stars
Green Tangerine Vita C Dark Spot Tone Up Cream (50ml),RM69,NaN,GOODAL,NaN,5.00 stars
Spot Eraser (4patch),RM59,RM42,ACROPASS,NaN,4.00 stars
Cassage Lifting Stick (1ea),RM199,RM139,MAXCLINIC,NaN,0.00 stars
Fresh Cica Plus Clear Toner (150ml),RM62,NaN,NACIFIC,"FRESH CICA PLUS CLEAR
It's if effective for weak and sensitive skin because Green Cica Complex, which is highly concentrated Centella Asiatica is effective for sensitive skin care, is included!",4.00 stars
Fresh Cica Plus Clear Serum (50ml),RM72,NaN,NACIFIC,"It is effective for sensitive skin with a weak skin barrier, thanks to Green Cica Complex, which is a highly concentrated Centella Asiatica that helps to soothe and hydrate irritated skin. Your skin will thank you for this!",5.00 stars
Fresh Herb Origin Cleansing Oil (150ml),RM80,NaN,NACIFIC,"Long day? Just before you sink slumber deep into your bed, remember to remove all that makeup and dirt from your skin with Perfect Facial Deep Cleansing Oil. Made with a mix of nourishing plant oils and extracts, this oil reaches deep into the pores and pulls out impurities from the skin without drying it out, leaving you with fresh, supple skin. Plus, we love this refreshing jasmine scent it comes with too!",4.47 stars
Cream Skin Milk Oil Cleanser (200ml),RM120,NaN,LANEIGE,NaN,5.00 stars
Balancing Gel (60ml),RM74,NaN,PYUNKANG YUL,"Get the sweetest skin with Pyunkang Yul's Balancing Gel! This nourishing formula has a honey-like consistency that moisturizes, smooths and protects the skin, evening out roughness. Infused with jojoba oil, this gel moisturizes the skin and balances out the oil-to-water balance of the complexion, leaving your skin feeling supple and looking radiant.",5.00 stars
The Chok Chok green Teal Watery Cream (60ml),RM54,NaN,TONYMOLY,NaN,5.00 stars
Trouble Cure (6patch),RM39,RM33,ACROPASS,NaN,0.00 stars
Bamboo Charcoal Natural Soap (90g),RM26,NaN,PUREFORET,NaN,5.00 stars
Radiance Cleansing balm (80g),RM67,NaN,BEAUTY OF JOSEON,NaN,5.00 stars
Fundamental Ampule Mist (125ml),RM110,NaN,"DEAR, KLAIRS",NaN,5.00 stars
Clear Skin Shield Patch 3ea/set,RM43,NaN,BY WISHTREND,"Are you guilty of touching and popping your pimples which further irritate your skin? Let’s patch things up using our favorite K-beauty must-have for getting rid of stubborn pimples without scarring! BY WISHTREND Clear Skin Shield Patch is a set of 36 hydrocolloid patches that will not only help to absorb impurities, but they will also protect your troubled spots from further bacteria buildup due to dirt, makeup, and physical contact. These acne-healing patches come in 2 different sizes (12mm & 14mm) to accommodate the size of your problem areas.",5.00 stars
Secret of Sahara Oil Essence (30ml),RM138,NaN,HUXLEY,"Get the power of two with Huxley's Secret of Sahara Oil Essence, a hybrid that brings together the best of both worlds, combining a skin hydrating essence with an ultra-nourishing oil. Don't let all that magic scare you away, this concentrate absorbs easily and quickly into the skin, instantly plumping it up without leaving any heaviness or greasiness. Best suited for dehydrated, dull skin that needs a boost, it'll leave your skin feeling supple, hydrated and smooth.",4.43 stars
Madecassoside Intensive Cream (50ml),RM42,NaN,A'PIEU,NaN,0.00 stars
Super Hyaluronic 100™ Aqua Skin (140ml),RM125,RM74,SUR.MEDIC+,NaN,0.00 stars
Super Vital Cream Rich (14ml),RM39,NaN,IOPE,NaN,0.00 stars
Puritea Toc Brightening Oil Foam (110g),RM52,NaN,MAXCLINIC,NaN,5.00 stars
Pick & Clean Water Tissue (50ea),RM31,NaN,ETUDE HOUSE,"Make removing makeup an absolute breeze with Etude House’s Pick & Clean Remover Tissues! These gentle wipes are soaked in a solution that easily removes dirt and makeup, even the waterproof kind. They’re infused with aloe vera extract to soothe and hydrate the skin too, keeping irritations and redness at bay. These handy packet is also great for bringing with you on-the-go, so you can clean your skin anytime, anywhere.",3.00 stars
Vita C Talk Boosting Water (150ml),RM71,NaN,ETUDE HOUSE,"Sure, you can walk the walk, but can you Vita C Talk? This range from Etude House is rich in vitamin C derived from lemon extracts to brighten dull complexions. The Booster Water is a lightweight toner that's infused with carbonated water and niacinamide to smoothen and lighten dark spots while whisking away any leftover impurities and dead skin cells. The result? You'll be left with fresh, bright skin! Use with the Gel Cream to make this a dynamic duo!",5.00 stars
Hydrogel Very Simple Pack (60patches),RM80,NaN,COSRX,NaN,2.43 stars
Moistfull Collagen Eye Cream (28ml),RM60,NaN,ETUDE HOUSE,NaN,0.00 stars
Soon Jung 10 Free Moist Emulsion (120ml),RM50,NaN,ETUDE HOUSE,NaN,0.00 stars
Fixer Cream Mini (10g),RM12,RM9,ALTHEA,"Great makeup starts from great skin - minimize your base make-up with Althea Bare Essentials! With nourishing ingredients and easy execution, this 3-product regime breaks down and simplifies the K-beauty routine for the urban woman. Step 3 is the Fixer Cream. powerful moisturizing properties are packed into this little jar that provides the skin with hydration for up to 24 hours for a fresh, revitalized complexion. Use together with the Contour Cleanser and Primer Water for best results! Don't just cover up - complete your makeup with your skin. Note this is the 10g travel size version.",0.00 stars
Red Energy Recovery Serum (50ml),RM165,NaN,MAMONDE,NaN,5.00 stars
Aloe Propolis Soothing Gel (100ml),RM80,RM64,BENTON,NaN,4.00 stars
Kyungsung Jawoon Facial Cleanser (120ml),RM75,RM52,CENTURY RECIPES,NaN,4.33 stars
Starting Treatment Aura Mist (100ml),RM47,NaN,SECRET KEY,NaN,5.00 stars
Green Tea & Enzyme Powder Wash (70g),RM84,NaN,BY WISHTREND,"K-beauty is always coming up with the most innovative ways to achieve beautiful skin! But you must be wondering: Why enzyme powder cleansers? BY WISHTREND Green Tea & Enzyme Powder Wash is made with a fine mixture of Green Tea powder and Papain enzyme that gives you the nourishing power of cleansing and exfoliation at the same time. This product will gently melt away impurities, blackheads, and dead skin cells for healthier-looking skin. The best part of this DIY cleanser is you get to decide the desired amount of water to mix with the powder!",0.00 stars
Banchic Oil Control Powder Mist (30ml),RM28,NaN,TORRIDEN,"Say hello to our small but mighty weapon against oily skin! Torriden's Banchic Oil Control Powder Mist is the stuff of legends: it immediately mattifies any oiliness without drying up the skin. Instead of patting with an oil-control sheet that could dehydrate the skin or move your makeup around, the Banchic mist spritzes on a powder that soaks up the oil, while a hydrating formula ensures the skin stays supple to the touch. Keep this in your purse for quick and easy touch-ups on-the-go!",4.27 stars
Soybean Energy Essence (150ml),RM133,NaN,INNISFREE,"Innisfree's Soybean Energy Essence is made of 91% naturally fermented Jeju soybean extract to purify, smoothen and brighten the skin, leaving you with a supple, radiant complexion. The soybean extract works as a skin activator to protect it from harmful external factors while simultaneously calming and moisturizing the skin. Give this essence a try, especially when your skin feels rough or dry to the touch.",4.21 stars
Soon Jung pH 6.5 Whip Cleanser (150ml),RM44,NaN,ETUDE HOUSE,NaN,0.00 stars
Soon Jung pH 5.5 Relief Toner (180ml),RM52,NaN,ETUDE HOUSE,NaN,0.00 stars
Deep Clean Foam Cleanser (130ml),RM15,NaN,A'PIEU,NaN,0.00 stars
Deep Clear Moisture Foam Cleanser (150ml),RM55,RM42,SUR.MEDIC+,NaN,4.00 stars
Super Ceramide 100™ Renewal Cream (50ml),RM133,RM108,SUR.MEDIC+,NaN,5.00 stars
Want Sound Powder (10sticks),RM59,RM28,0SAENG-BOGAM,NaN,0.00 stars
Bora Tangguk DIET Tea (10sticks),RM137,RM56,0SAENG-BOGAM,NaN,4.80 stars
Centella Asiatica Natural Soap (90g),RM26,NaN,PUREFORET,NaN,0.00 stars
Centella Multi Lotion (150ml),RM67,NaN,PUREFORET,NaN,5.00 stars
Snail Bee High Content Lotion (120ml),RM88,RM72,BENTON,NaN,4.67 stars
Dr.Belmeur Advanced Cica Recovery Cream (60ml),RM103,NaN,THE FACE SHOP,NaN,5.00 stars
Nogyu Skin Rebirth Ampoule (40ml),RM88,RM61,CENTURY RECIPES,NaN,5.00 stars
Acid-Duo Hibiscus 63 Cream (50ml),RM93,NaN,BY WISHTREND,"Need a solution for clogged pores, pigmentation, or a dull complexion? BY WISHTREND Acid-Duo Hibiscus 63 Cream will have you covered! Thanks to hero ingredients such as LHA, PHA, and Hibiscus Flower Extract 63%, this cream is rich in antioxidants and gentle exfoliating properties to help minimize acne, blur out fine lines, and reduce pigmentation for healthier skin that looks untouched by time. This product is suitable for all skin types as it is cruelty-free and does not contain ethanol, steroids, artificial coloring and fragrance.",5.00 stars
Hydrating Lotion (150ml),RM53,NaN,PUREFORET,"Do you sometimes struggle with dry, sensitive skin with minor skin itchiness? PURE FORET Hydrating Lotion is the answer to these problems! It contains 74% clover extract which acts as an effective skin-soothing ingredient. Formulated with Nobel prize-winning ingredient, Epidermal Growth Factor (EGF), this lotion will encourage the skin to generate new skin cells for supple and timeless-looking skin. As the product name suggests, it will also help to boost your skin's hydration level - thanks to Hyaluronic Acid!",4.50 stars
Soothing Ampoule (30ml),RM48,NaN,PUREFORET,"Did you know that tigers used to sit in centella plants to heal their wounds? Pureforet’s Soothing Ampoule uses madecassic acid extracted from centella plants to soothe, repair and hydrate the skin, healing acne spots and calming irritations. This formula is made without 20 potentially harmful ingredients and contains over 70% of natural plant-based ingredients, making it suitable for all skin types, especially those of us with easily irritated and acne-prone skins.",1.00 stars
Cream Skin Quick Skin Pack (100ea),RM117,NaN,LANEIGE,"Laneige's Cream Skin Quick Skin Pack breathes new life into your beauty routine by injecting moisture into your daily routine. Made with a Cream Blending Technology, these Tencel sheets are saturated in a lightweight formula that applies onto the skin like water, but as it absorbs, feels like the skin was moisturized with cream. It's infused with nourishing ingredients that leave the skin feeling supple, soothed and refreshed.",5.00 stars
